IP,Puerto,Protocolo,Servicio,Version_Completa,CVE,CVSS_Score,Criticidad
192.168.56.101,60683,tcp,status,1,CVE-2022-23232,4.9,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2022-0825,5.4,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2021-33207,9.8,CRÍTICO
192.168.56.101,60683,tcp,status,1,CVE-2021-24805,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2022-22393,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2022-22209,7.5,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2022-36129,9.1,CRÍTICO
192.168.56.101,60683,tcp,status,1,CVE-2022-2053,7.5,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2022-3030,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2022-39294,7.5,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2022-2904,7.3,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2019-19030,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2014-125031,3.5,BAJO
192.168.56.101,60683,tcp,status,1,CVE-2022-4325,6.1,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-22394,7.5,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2023-22408,7.5,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2023-23077,6.1,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-25810,6.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-0980,6.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-26604,7.8,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2023-21464,4.0,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-29085,6.8,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-28968,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-28975,4.6,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-2179,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-0430,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-0547,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-3053,5.4,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2020-36736,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2020-36737,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-38508,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-39348,4.0,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-30708,4.6,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-43149,8.8,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2023-45803,4.2,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-6076,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-4723,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-49276,6.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-49957,7.5,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2023-38323,9.8,CRÍTICO
192.168.56.101,60683,tcp,status,1,CVE-2024-0921,4.7,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-1778,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-1779,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-24099,5.4,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2021-46957,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2021-46983,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-25930,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2021-47076,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-2168,4.7,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-1452,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-36483,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-0913,7.2,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2024-31392,7.5,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2024-26728,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-26796,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-32524,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-26902,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2022-48653,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-26944,7.8,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2024-3677,6.4,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2022-48673,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2022-48688,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2022-48689,7.0,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2024-35794,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-35798,4.7,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-35870,4.4,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-35952,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2021-47366,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2021-47414,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-52761,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-52797,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-52839,3.3,BAJO
192.168.56.101,60683,tcp,status,1,CVE-2024-1718,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2021-47594,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-36281,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-36484,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-38306,4.7,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-5071,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-24791,7.5,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2024-40904,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2022-48865,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-40633,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-42073,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-42085,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-42148,7.8,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2024-7246,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-46675,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-45810,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-8548,8.1,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2024-39526,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-10154,6.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-47715,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-5532,4.8,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-10048,6.1,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-51378,10.0,CRÍTICO
192.168.56.101,60683,tcp,status,1,CVE-2024-50255,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-52316,9.8,CRÍTICO
192.168.56.101,60683,tcp,status,1,CVE-2024-50265,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-53060,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-11814,6.1,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-32094,5.4,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-53270,7.5,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2024-53229,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-56673,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-56771,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-12431,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-12204,5.4,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-53687,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-56138,4.0,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-57914,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2021-42718,4.9,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-13683,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2024-57778,8.8,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2024-10405,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-21702,7.8,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2022-49248,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2022-49269,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-21730,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-25124,7.1,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2024-13894,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2025-23203,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-30351,3.5,BAJO
192.168.56.101,60683,tcp,status,1,CVE-2025-21878,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-21892,4.7,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-52995,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-22069,7.8,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2025-46672,3.5,BAJO
192.168.56.101,60683,tcp,status,1,CVE-2025-4071,7.3,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2025-4111,6.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-4154,6.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-4157,6.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-53073,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-53086,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-37814,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-37875,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-32421,3.7,BAJO
192.168.56.101,60683,tcp,status,1,CVE-2025-5109,7.3,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2025-38010,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2022-50070,7.8,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2022-50144,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-47298,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-34082,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2025-38261,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-38314,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-38389,7.8,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2025-38407,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-6730,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-54781,2.8,BAJO
192.168.56.101,60683,tcp,status,1,CVE-2025-8152,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-38553,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-38585,7.8,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2025-38604,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-53811,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2025-58049,5.8,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-10410,6.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2022-50273,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2022-50323,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-53286,7.8,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2023-53393,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-53431,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-39889,8.1,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2022-50504,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-53586,4.7,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2022-50545,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-53673,7.8,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2025-60313,6.1,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-11604,7.3,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2025-59429,5.4,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-39980,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2025-11701,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2022-50563,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2025-49957,7.1,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2025-40027,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2025-40079,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2025-11632,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-11174,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-11890,7.5,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2025-64435,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-12621,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-62293,5.4,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-12586,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-12634,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-66252,7.5,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2025-66260,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-64763,3.7,BAJO
192.168.56.101,60683,tcp,status,1,CVE-2025-14186,3.5,BAJO
192.168.56.101,60683,tcp,status,1,CVE-2022-50647,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2022-50665,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2022-50674,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2025-67505,8.4,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2025-55311,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-14540,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-68287,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2025-14095,6.8,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2023-53986,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2023-54070,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2023-54134,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2023-54164,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2023-54241,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2023-54262,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2023-54274,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2025-15256,7.3,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2025-15257,7.3,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2025-15258,3.5,BAJO
192.168.56.101,60683,tcp,status,1,CVE-2025-68885,7.1,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2025-14034,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-9637,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-13521,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-22025,3.7,BAJO
192.168.56.101,60683,tcp,status,1,CVE-2026-22200,7.5,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2025-71088,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-15512,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-71144,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-21911,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-14982,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-14463,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-14078,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-14978,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-23526,8.8,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2026-24039,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-23761,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2026-23762,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2025-59091,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2025-15507,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-0679,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-25123,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-1786,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-1932,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-23180,7.0,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2026-25903,6.6,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-26016,8.1,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2026-26964,2.7,BAJO
192.168.56.101,60683,tcp,status,1,CVE-2026-27705,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-24005,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2026-27808,5.8,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-28769,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-2371,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2025-15473,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-32308,7.6,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2026-29510,5.4,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-29513,5.4,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-32828,4.9,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-3550,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-33143,7.5,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2026-2720,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-3641,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-4533,6.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-33290,4.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-27659,4.6,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-5017,7.3,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2026-5019,7.3,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2026-34759,8.1,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2026-31402,9.8,CRÍTICO
192.168.56.101,60683,tcp,status,1,CVE-2026-35476,7.2,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2026-34480,7.5,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2026-35597,5.9,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-33702,7.1,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2026-33706,7.1,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2026-33708,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-3642,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-3649,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-27769,2.7,BAJO
192.168.56.101,60683,tcp,status,1,CVE-2026-3488,6.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-29642,7.8,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2026-35377,3.3,BAJO
192.168.56.101,60683,tcp,status,1,CVE-2026-31613,8.1,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2026-31619,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-42041,4.8,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-40969,3.7,BAJO
192.168.56.101,60683,tcp,status,1,CVE-2026-43012,5.5,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-43156,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2026-6222,5.3,MEDIO
192.168.56.101,60683,tcp,status,1,CVE-2026-43299,0.0,INFO
192.168.56.101,60683,tcp,status,1,CVE-2026-43913,8.1,ALTO
192.168.56.101,60683,tcp,status,1,CVE-2026-4301,4.3,MEDIO
192.168.56.102,22,tcp,ssh,OpenSSH 5.3p1 Debian 3ubuntu4,Ninguno,0.0,INFO
192.168.56.102,80,tcp,http,Apache httpd 2.2.14,Ninguno,0.0,INFO
192.168.56.102,139,tcp,netbios-ssn,Samba smbd 3.X - 4.X,Ninguno,0.0,INFO
192.168.56.102,143,tcp,imap,Courier Imapd,Ninguno,0.0,INFO
192.168.56.102,443,tcp,http,Apache httpd 2.2.14,Ninguno,0.0,INFO
192.168.56.102,445,tcp,netbios-ssn,Samba smbd 3.X - 4.X,Ninguno,0.0,INFO
192.168.56.102,5001,tcp,java-object,Java Object Serialization,Ninguno,0.0,INFO
192.168.56.102,8080,tcp,http,Apache Tomcat/Coyote JSP engine 1.1,Ninguno,0.0,INFO
192.168.56.102,8081,tcp,http,Jetty 6.1.25,Ninguno,0.0,INFO
192.168.56.103,21,tcp,ftp,ProFTPD 1.3.3c,CVE-2010-4221,10.0,CRÍTICO
192.168.56.103,21,tcp,ftp,ProFTPD 1.3.3c,CVE-2010-20103,9.8,CRÍTICO
192.168.56.103,22,tcp,ssh,OpenSSH 7.2p2 Ubuntu 4ubuntu2.2,Ninguno,0.0,INFO
192.168.56.103,80,tcp,http,Apache httpd 2.4.18,Ninguno,0.0,INFO
192.168.56.104,135,tcp,msrpc,Microsoft Windows RPC,Ninguno,0.0,INFO
192.168.56.104,139,tcp,netbios-ssn,Microsoft Windows netbios-ssn,Ninguno,0.0,INFO
192.168.56.104,445,tcp,microsoft-ds,Windows 7 Starter 7601 Service Pack 1 microsoft-ds,Ninguno,0.0,INFO
192.168.56.104,49152,tcp,msrpc,Microsoft Windows RPC,Ninguno,0.0,INFO
192.168.56.104,49153,tcp,msrpc,Microsoft Windows RPC,Ninguno,0.0,INFO
192.168.56.104,49154,tcp,msrpc,Microsoft Windows RPC,Ninguno,0.0,INFO
192.168.56.104,49155,tcp,msrpc,Microsoft Windows RPC,Ninguno,0.0,INFO
192.168.56.104,49156,tcp,msrpc,Microsoft Windows RPC,Ninguno,0.0,INFO
192.168.56.104,49157,tcp,msrpc,Microsoft Windows RPC,Ninguno,0.0,INFO
192.168.56.106,135,tcp,msrpc,Microsoft Windows RPC,Ninguno,0.0,INFO
192.168.56.106,139,tcp,netbios-ssn,Microsoft Windows netbios-ssn,Ninguno,0.0,INFO
192.168.56.106,445,tcp,microsoft-ds,Windows 8 Pro 9200 microsoft-ds,Ninguno,0.0,INFO
192.168.56.106,49152,tcp,msrpc,Microsoft Windows RPC,Ninguno,0.0,INFO
192.168.56.106,49153,tcp,msrpc,Microsoft Windows RPC,Ninguno,0.0,INFO
192.168.56.106,49154,tcp,msrpc,Microsoft Windows RPC,Ninguno,0.0,INFO
192.168.56.106,49155,tcp,msrpc,Microsoft Windows RPC,Ninguno,0.0,INFO
192.168.56.106,49156,tcp,msrpc,Microsoft Windows RPC,Ninguno,0.0,INFO
192.168.56.106,49157,tcp,msrpc,Microsoft Windows RPC,Ninguno,0.0,INFO
